NUTS_ID,CompanyName,Subsector,Emissions_ETS_2014,Production,Fuel_Demand,Cluster
DEA27,RWE Power Aktiengesellschaft,Iron and steel,484187.0,2759170.32,,DEA
DEA56,Deutsche Edelstahlwerke GmbH,Iron and steel,28349.0,161548.57,,DEA
DEA56,Deutsche Edelstahlwerke GmbH,Iron and steel,37696.0,88063.62,14.28,DEA
DEB1A,Neenah Lahnstein GmbH,Paper and printing,11142.0,42864.19,65.48,DEA
DED53,Hydro Aluminium Giesserei Rackwitz GmbH,Non-ferrous metals,17815.0,,,DEE
DEA34,Papierfabrik Vreden GmbH,Paper and printing,29322.0,112804.15,172.33,DEA
DE226,Leipfinger-Bader KG,Non-metallic mineral products,20615.0,,,DE2
DE21J,Flexipack International Wunderlich GmbH + Co. KG,Paper and printing,3003.0,,,DE2
DE24B,Johann Bergmann GmbH & Co.,Cement,20239.0,,,DE2
DE24B,Johann Bergmann GmbH & Co.,Cement,17515.0,,,DE2
DEA44,Südzucker Aktiengesellschaft Mannheim/Ochsenfurt,Cement,30053.0,,,DEA
DE91B,Nordzucker AG,Cement,64721.0,,,DE9
DED45,Knauf Insulation GmbH,Non-metallic mineral products,84217.0,,,DEE
DE929,AVISTA OIL Refining & Trading Deutschland GmbH,Refineries,34415.0,,,DE9
DED2C,CREATON KERA-DACH GmbH & Co.KG,Non-metallic mineral products,20242.0,,,DEE
DED43,Kübler & Niethammer Papierf Kriebstein AG,Paper and printing,71773.0,276116.65,421.84,DEE
DEA1D,Linde Gas Produktionsgesellschaft mbH & Co. KG,Chemical industry,28631.0,,,DEA
DE40E,Röben Klinkerwerke GmbH & Co. KG,Non-metallic mineral products,47903.0,,,DEE
