NUTS2_code,process,season,day_type,hour,load,temperature
DE11,shw_residential,2,2,9,14743.3,
DE11,shw_residential,2,2,10,22632.3,
DE11,shw_residential,2,2,11,25736.2,
DE11,shw_residential,2,2,12,25348.2,
DE11,shw_residential,2,2,13,22115,
DE11,shw_residential,2,2,14,18364.5,
DE11,shw_residential,2,2,15,13579.4,
DE11,shw_residential,2,2,16,9182.25,
DE11,shw_residential,2,2,17,7630.32,
DE11,shw_residential,2,2,18,8794.27,
DE11,shw_residential,2,2,19,11380.8,
DE11,shw_residential,2,2,20,12156.8,
DE11,shw_residential,2,2,21,11380.8,
DE11,shw_residential,2,2,22,10992.8,
DE11,shw_residential,2,2,23,8794.26,
DE11,shw_residential,2,2,24,6464.62,
DE12,shw_residential,0,0,1,2845.21,
DE12,shw_residential,0,0,2,1034.62,
DE12,shw_residential,0,0,3,646.638,
DE12,shw_residential,0,0,4,646.638,
DE12,shw_residential,0,0,5,1681.26,
DE12,shw_residential,0,0,6,4914.43,
DE12,shw_residential,0,0,7,9828.88,
DE12,shw_residential,0,0,8,12932.7,
DE12,shw_residential,0,0,9,13450.1,
DE12,shw_residential,0,0,10,10604.9,
DE12,shw_residential,0,0,11,8794.28,
DE12,shw_residential,0,0,12,7501,
DE12,shw_residential,0,0,13,8018.31,
DE12,shw_residential,0,0,14,8276.96,
DE12,shw_residential,0,0,15,7759.65,
DE12,shw_residential,0,0,16,6725.03,
DE12,shw_residential,0,0,17,6466.38,
DE12,shw_residential,0,0,18,6983.69,
DE12,shw_residential,0,0,19,9570.23,
DE12,shw_residential,0,0,20,10604.8,
DE12,shw_residential,0,0,21,11122.2,
DE12,shw_residential,0,0,22,10087.5,
DE12,shw_residential,0,0,23,8535.6,
DE12,shw_residential,0,0,24,5949.05,
DE12,shw_residential,0,1,1,3685.83,
DE12,shw_residential,0,1,2,1422.6,
DE12,shw_residential,0,1,3,905.294,
DE12,shw_residential,0,1,4,129.328,
DE12,shw_residential,0,1,5,387.983,
DE12,shw_residential,0,1,6,1681.26,
DE12,shw_residential,0,1,7,4526.47,
DE12,shw_residential,0,1,8,8794.28,
DE12,shw_residential,0,1,9,13450.1,
DE12,shw_residential,0,1,10,15778,
DE12,shw_residential,0,1,11,14743.3,
DE12,shw_residential,0,1,12,12932.7,
DE12,shw_residential,0,1,13,11898.1,
DE12,shw_residential,0,1,14,12932.7,
DE12,shw_residential,0,1,15,11639.5,
DE12,shw_residential,0,1,16,11122.2,
DE12,shw_residential,0,1,17,11639.5,
DE12,shw_residential,0,1,18,14743.3,
DE12,shw_residential,0,1,19,18105.9,
DE12,shw_residential,0,1,20,18105.9,
DE12,shw_residential,0,1,21,15260.7,
DE12,shw_residential,0,1,22,11380.8,
DE12,shw_residential,0,1,23,7759.65,
DE12,shw_residential,0,1,24,5690.41,
DE12,shw_residential,0,2,1,3362.52,
DE12,shw_residential,0,2,2,1810.59,
DE12,shw_residential,0,2,3,775.967,
DE12,shw_residential,0,2,4,0,
DE12,shw_residential,0,2,5,129.328,
DE12,shw_residential,0,2,6,387.983,
DE12,shw_residential,0,2,7,2457.22,
DE12,shw_residential,0,2,8,5949.06,
DE12,shw_residential,0,2,9,12156.8,
DE12,shw_residential,0,2,10,17588.5,
DE12,shw_residential,0,2,11,21468.4,
DE12,shw_residential,0,2,12,21468.4,
DE12,shw_residential,0,2,13,19399.1,
DE12,shw_residential,0,2,14,15260.6,
DE12,shw_residential,0,2,15,11639.5,
DE12,shw_residential,0,2,16,8018.29,
DE12,shw_residential,0,2,17,6983.69,
DE12,shw_residential,0,2,18,7242.34,
DE12,shw_residential,0,2,19,8794.26,
DE12,shw_residential,0,2,20,9828.86,
DE12,shw_residential,0,2,21,9052.9,
DE12,shw_residential,0,2,22,8794.26,
DE12,shw_residential,0,2,23,6725.03,
DE12,shw_residential,0,2,24,4914.45,
DE12,shw_residential,1,0,1,3093.28,
DE12,shw_residential,1,0,2,1286.22,
DE12,shw_residential,1,0,3,255.128,
DE12,shw_residential,1,0,4,513.783,
DE12,shw_residential,1,0,5,1803.53,
DE12,shw_residential,1,0,6,6973.1,
DE12,shw_residential,1,0,7,14991.4,
DE12,shw_residential,1,0,8,19647.2,
DE12,shw_residential,1,0,9,18871.2,
DE12,shw_residential,1,0,10,14474.1,
DE12,shw_residential,1,0,11,11887.6,
DE12,shw_residential,1,0,12,11111.6,
DE12,shw_residential,1,0,13,10852.9,
DE12,shw_residential,1,0,14,10852.9,
DE12,shw_residential,1,0,15,9818.32,
DE12,shw_residential,1,0,16,8783.7,
DE12,shw_residential,1,0,17,7749.07,
DE12,shw_residential,1,0,18,11370.2,
