country;NUTS0_ID;type_of_building;heating_equipment;year;datetime;price_index_households_appliances;labour_cost_index_construction_sector;equipment_and_maintenance_index;specific_investment_costs;equipment_cost_ share;installation_cost_share;fixed_O_and_M;variable_O_and_M;technical_lifetime;total_annual_net_efficiency;k1_specific_investment_costs;k2_specific_investment_costs;InCost_CAGR;k1_fixed_O_and_M;k2_fixed_O_and_M;;;;;
Austria;AT;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.82;0.81;0.9;523;0.7;0.4;14;;30;;1115;-0.157;-0.01;58;-0.6;;;;;
Belgium;BE;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.92;0.88;0.88;581;0.7;0.4;14;;30;;1237;-0.157;-0.01;57;-0.6;;;;;
Bulgaria;BG;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.73;0.09;0.52;326;0.7;0.4;8;;30;;691;-0.157;-0.01;33;-0.6;;;;;
Croatia;HR;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.83;0.23;0.66;399;0.7;0.4;11;;30;;846;-0.157;-0.01;42;-0.6;;;;;
Cyprus;CY;existing SFH;Solar thermal;2050;01.01.2050 00:00;1.02;0.36;0.73;504;0.7;0.4;12;;30;;1077;-0.157;-0.01;47;-0.6;;;;;
Czech Republic;CZ;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.8;0.24;0.63;388;0.7;0.4;10;;30;;824;-0.157;-0.01;40;-0.6;;;;;
Denmark;DK;existing SFH;Solar thermal;2050;01.01.2050 00:00;1;1;1;640;0.7;0.4;16;;30;;1365;-0.157;-0.01;64;-0.6;;;;;
Estonia;EE;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.82;0.3;0.72;408;0.7;0.4;12;;30;;871;-0.157;-0.01;46;-0.6;;;;;
Finland;FI;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.94;0.87;0.92;585;0.7;0.4;15;;30;;1250;-0.157;-0.01;59;-0.6;;;;;
France;FR;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.93;0.8;0.84;565;0.7;0.4;13;;30;;1207;-0.157;-0.01;54;-0.6;;;;;
Germany;DE;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.89;0.69;0.82;525;0.7;0.4;13;;30;;1119;-0.157;-0.01;53;-0.6;;;;;
Greece;EL;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.81;0.29;0.74;401;0.7;0.4;12;;30;;857;-0.157;-0.01;48;-0.6;;;;;
Hungary;HU;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.76;0.15;0.57;351;0.7;0.4;9;;30;;746;-0.157;-0.01;37;-0.6;;;;;
Ireland;IE;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.87;0.69;0.83;516;0.7;0.4;13;;30;;1102;-0.157;-0.01;53;-0.6;;;;;
Italy;IT;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.94;0.6;0.87;527;0.7;0.4;14;;30;;1121;-0.157;-0.01;56;-0.6;;;;;
Latvia;LV;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.76;0.19;0.68;360;0.7;0.4;11;;30;;765;-0.157;-0.01;44;-0.6;;;;;
Lithuania;LT;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.81;0.18;0.66;378;0.7;0.4;11;;30;;805;-0.157;-0.01;42;-0.6;;;;;
Luxembourg;LU;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.98;0.64;0.92;553;0.7;0.4;15;;30;;1175;-0.157;-0.01;59;-0.6;;;;;
Malta;MT;existing SFH;Solar thermal;2050;01.01.2050 00:00;1.16;0.24;0.85;536;0.7;0.4;14;;30;;1144;-0.157;-0.01;55;-0.6;;;;;
Netherlands;NL;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.87;0.86;0.88;553;0.7;0.4;14;;30;;1183;-0.157;-0.01;57;-0.6;;;;;
Poland;PL;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.66;0.19;0.52;318;0.7;0.4;8;;30;;676;-0.157;-0.01;33;-0.6;;;;;
Portugal;PT;existing SFH;Solar thermal;2050;01.01.2050 00:00;1;0.3;0.77;485;0.7;0.4;12;;30;;1031;-0.157;-0.01;49;-0.6;;;;;
Romania;RO;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.8;0.11;0.57;356;0.7;0.4;9;;30;;762;-0.157;-0.01;37;-0.6;;;;;
Slovakia;SK;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.81;0.24;0.66;388;0.7;0.4;11;;30;;833;-0.157;-0.01;42;-0.6;;;;;
Slovenia;SI;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.88;0.3;0.73;432;0.7;0.4;12;;30;;924;-0.157;-0.01;47;-0.6;;;;;
Spain;ES;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.89;0.51;0.82;486;0.7;0.4;13;;30;;1033;-0.157;-0.01;53;-0.6;;;;;
Sweden;SE;existing SFH;Solar thermal;2050;01.01.2050 00:00;1.01;1.02;0.98;647;0.7;0.4;16;;30;;1383;-0.157;-0.01;63;-0.6;;;;;
United Kingdom;UK;existing SFH;Solar thermal;2050;01.01.2050 00:00;0.87;0.71;0.85;520;0.7;0.4;14;;30;;1111;-0.157;-0.01;55;-0.6;;;;;
Austria;AT;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.82;0.81;0.9;391;0.7;0.4;3;;30;;1115;-0.157;-0.01;58;-0.6;;;;;
Belgium;BE;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.92;0.88;0.88;435;0.7;0.4;3;;30;;1237;-0.157;-0.01;57;-0.6;;;;;
Bulgaria;BG;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.73;0.09;0.52;244;0.7;0.4;2;;30;;691;-0.157;-0.01;33;-0.6;;;;;
Croatia;HR;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.83;0.23;0.66;298;0.7;0.4;2;;30;;846;-0.157;-0.01;42;-0.6;;;;;
Cyprus;CY;existing MFH;Solar thermal;2050;01.01.2050 00:00;1.02;0.36;0.73;377;0.7;0.4;2;;30;;1077;-0.157;-0.01;47;-0.6;;;;;
Czech Republic;CZ;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.8;0.24;0.63;290;0.7;0.4;2;;30;;824;-0.157;-0.01;40;-0.6;;;;;
Denmark;DK;existing MFH;Solar thermal;2050;01.01.2050 00:00;1;1;1;479;0.7;0.4;3;;30;;1365;-0.157;-0.01;64;-0.6;;;;;
Estonia;EE;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.82;0.3;0.72;305;0.7;0.4;2;;30;;871;-0.157;-0.01;46;-0.6;;;;;
Finland;FI;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.94;0.87;0.92;437;0.7;0.4;3;;30;;1250;-0.157;-0.01;59;-0.6;;;;;
France;FR;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.93;0.8;0.84;422;0.7;0.4;3;;30;;1207;-0.157;-0.01;54;-0.6;;;;;
Germany;DE;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.89;0.69;0.82;392;0.7;0.4;3;;30;;1119;-0.157;-0.01;53;-0.6;;;;;
Greece;EL;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.81;0.29;0.74;300;0.7;0.4;2;;30;;857;-0.157;-0.01;48;-0.6;;;;;
Hungary;HU;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.76;0.15;0.57;263;0.7;0.4;2;;30;;746;-0.157;-0.01;37;-0.6;;;;;
Ireland;IE;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.87;0.69;0.83;386;0.7;0.4;3;;30;;1102;-0.157;-0.01;53;-0.6;;;;;
Italy;IT;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.94;0.6;0.87;394;0.7;0.4;3;;30;;1121;-0.157;-0.01;56;-0.6;;;;;
Latvia;LV;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.76;0.19;0.68;269;0.7;0.4;2;;30;;765;-0.157;-0.01;44;-0.6;;;;;
Lithuania;LT;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.81;0.18;0.66;283;0.7;0.4;2;;30;;805;-0.157;-0.01;42;-0.6;;;;;
Luxembourg;LU;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.98;0.64;0.92;414;0.7;0.4;3;;30;;1175;-0.157;-0.01;59;-0.6;;;;;
Malta;MT;existing MFH;Solar thermal;2050;01.01.2050 00:00;1.16;0.24;0.85;401;0.7;0.4;3;;30;;1144;-0.157;-0.01;55;-0.6;;;;;
Netherlands;NL;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.87;0.86;0.88;413;0.7;0.4;3;;30;;1183;-0.157;-0.01;57;-0.6;;;;;
Poland;PL;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.66;0.19;0.52;238;0.7;0.4;2;;30;;676;-0.157;-0.01;33;-0.6;;;;;
Portugal;PT;existing MFH;Solar thermal;2050;01.01.2050 00:00;1;0.3;0.77;362;0.7;0.4;2;;30;;1031;-0.157;-0.01;49;-0.6;;;;;
Romania;RO;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.8;0.11;0.57;266;0.7;0.4;2;;30;;762;-0.157;-0.01;37;-0.6;;;;;
Slovakia;SK;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.81;0.24;0.66;290;0.7;0.4;2;;30;;833;-0.157;-0.01;42;-0.6;;;;;
Slovenia;SI;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.88;0.3;0.73;323;0.7;0.4;2;;30;;924;-0.157;-0.01;47;-0.6;;;;;
Spain;ES;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.89;0.51;0.82;363;0.7;0.4;3;;30;;1033;-0.157;-0.01;53;-0.6;;;;;
Sweden;SE;existing MFH;Solar thermal;2050;01.01.2050 00:00;1.01;1.02;0.98;484;0.7;0.4;3;;30;;1383;-0.157;-0.01;63;-0.6;;;;;
United Kingdom;UK;existing MFH;Solar thermal;2050;01.01.2050 00:00;0.87;0.71;0.85;389;0.7;0.4;3;;30;;1111;-0.157;-0.01;55;-0.6;;;;;
Austria;AT;new SFH;Solar thermal;2050;01.01.2050 00:00;0.82;0.81;0.9;370;0.7;0.4;14;;30;;1115;-0.157;-0.01;58;-0.6;;;;;
Belgium;BE;new SFH;Solar thermal;2050;01.01.2050 00:00;0.92;0.88;0.88;411;0.7;0.4;14;;30;;1237;-0.157;-0.01;57;-0.6;;;;;
Bulgaria;BG;new SFH;Solar thermal;2050;01.01.2050 00:00;0.73;0.09;0.52;230;0.7;0.4;8;;30;;691;-0.157;-0.01;33;-0.6;;;;;
Croatia;HR;new SFH;Solar thermal;2050;01.01.2050 00:00;0.83;0.23;0.66;282;0.7;0.4;11;;30;;846;-0.157;-0.01;42;-0.6;;;;;
Cyprus;CY;new SFH;Solar thermal;2050;01.01.2050 00:00;1.02;0.36;0.73;356;0.7;0.4;12;;30;;1077;-0.157;-0.01;47;-0.6;;;;;
Czech Republic;CZ;new SFH;Solar thermal;2050;01.01.2050 00:00;0.8;0.24;0.63;275;0.7;0.4;10;;30;;824;-0.157;-0.01;40;-0.6;;;;;
Denmark;DK;new SFH;Solar thermal;2050;01.01.2050 00:00;1;1;1;452;0.7;0.4;16;;30;;1365;-0.157;-0.01;64;-0.6;;;;;
Estonia;EE;new SFH;Solar thermal;2050;01.01.2050 00:00;0.82;0.3;0.72;289;0.7;0.4;12;;30;;871;-0.157;-0.01;46;-0.6;;;;;
Finland;FI;new SFH;Solar thermal;2050;01.01.2050 00:00;0.94;0.87;0.92;413;0.7;0.4;15;;30;;1250;-0.157;-0.01;59;-0.6;;;;;
France;FR;new SFH;Solar thermal;2050;01.01.2050 00:00;0.93;0.8;0.84;399;0.7;0.4;13;;30;;1207;-0.157;-0.01;54;-0.6;;;;;
Germany;DE;new SFH;Solar thermal;2050;01.01.2050 00:00;0.89;0.69;0.82;371;0.7;0.4;13;;30;;1119;-0.157;-0.01;53;-0.6;;;;;
Greece;EL;new SFH;Solar thermal;2050;01.01.2050 00:00;0.81;0.29;0.74;283;0.7;0.4;12;;30;;857;-0.157;-0.01;48;-0.6;;;;;
Hungary;HU;new SFH;Solar thermal;2050;01.01.2050 00:00;0.76;0.15;0.57;248;0.7;0.4;9;;30;;746;-0.157;-0.01;37;-0.6;;;;;
Ireland;IE;new SFH;Solar thermal;2050;01.01.2050 00:00;0.87;0.69;0.83;365;0.7;0.4;13;;30;;1102;-0.157;-0.01;53;-0.6;;;;;
Italy;IT;new SFH;Solar thermal;2050;01.01.2050 00:00;0.94;0.6;0.87;373;0.7;0.4;14;;30;;1121;-0.157;-0.01;56;-0.6;;;;;
Latvia;LV;new SFH;Solar thermal;2050;01.01.2050 00:00;0.76;0.19;0.68;254;0.7;0.4;11;;30;;765;-0.157;-0.01;44;-0.6;;;;;
Lithuania;LT;new SFH;Solar thermal;2050;01.01.2050 00:00;0.81;0.18;0.66;267;0.7;0.4;11;;30;;805;-0.157;-0.01;42;-0.6;;;;;
Luxembourg;LU;new SFH;Solar thermal;2050;01.01.2050 00:00;0.98;0.64;0.92;391;0.7;0.4;15;;30;;1175;-0.157;-0.01;59;-0.6;;;;;
Malta;MT;new SFH;Solar thermal;2050;01.01.2050 00:00;1.16;0.24;0.85;379;0.7;0.4;14;;30;;1144;-0.157;-0.01;55;-0.6;;;;;
Netherlands;NL;new SFH;Solar thermal;2050;01.01.2050 00:00;0.87;0.86;0.88;391;0.7;0.4;14;;30;;1183;-0.157;-0.01;57;-0.6;;;;;
Poland;PL;new SFH;Solar thermal;2050;01.01.2050 00:00;0.66;0.19;0.52;225;0.7;0.4;8;;30;;676;-0.157;-0.01;33;-0.6;;;;;
Portugal;PT;new SFH;Solar thermal;2050;01.01.2050 00:00;1;0.3;0.77;342;0.7;0.4;12;;30;;1031;-0.157;-0.01;49;-0.6;;;;;
Romania;RO;new SFH;Solar thermal;2050;01.01.2050 00:00;0.8;0.11;0.57;251;0.7;0.4;9;;30;;762;-0.157;-0.01;37;-0.6;;;;;
Slovakia;SK;new SFH;Solar thermal;2050;01.01.2050 00:00;0.81;0.24;0.66;274;0.7;0.4;11;;30;;833;-0.157;-0.01;42;-0.6;;;;;
Slovenia;SI;new SFH;Solar thermal;2050;01.01.2050 00:00;0.88;0.3;0.73;305;0.7;0.4;12;;30;;924;-0.157;-0.01;47;-0.6;;;;;
Spain;ES;new SFH;Solar thermal;2050;01.01.2050 00:00;0.89;0.51;0.82;343;0.7;0.4;13;;30;;1033;-0.157;-0.01;53;-0.6;;;;;
Sweden;SE;new SFH;Solar thermal;2050;01.01.2050 00:00;1.01;1.02;0.98;457;0.7;0.4;16;;30;;1383;-0.157;-0.01;63;-0.6;;;;;
United Kingdom;UK;new SFH;Solar thermal;2050;01.01.2050 00:00;0.87;0.71;0.85;368;0.7;0.4;14;;30;;1111;-0.157;-0.01;55;-0.6;;;;;
Austria;AT;new MFH;Solar thermal;2050;01.01.2050 00:00;0.82;0.81;0.9;350;0.7;0.4;3;;30;;1115;-0.157;-0.01;58;-0.6;;;;;
Belgium;BE;new MFH;Solar thermal;2050;01.01.2050 00:00;0.92;0.88;0.88;389;0.7;0.4;3;;30;;1237;-0.157;-0.01;57;-0.6;;;;;
Bulgaria;BG;new MFH;Solar thermal;2050;01.01.2050 00:00;0.73;0.09;0.52;218;0.7;0.4;2;;30;;691;-0.157;-0.01;33;-0.6;;;;;
Croatia;HR;new MFH;Solar thermal;2050;01.01.2050 00:00;0.83;0.23;0.66;267;0.7;0.4;2;;30;;846;-0.157;-0.01;42;-0.6;;;;;
Cyprus;CY;new MFH;Solar thermal;2050;01.01.2050 00:00;1.02;0.36;0.73;337;0.7;0.4;2;;30;;1077;-0.157;-0.01;47;-0.6;;;;;
Czech Republic;CZ;new MFH;Solar thermal;2050;01.01.2050 00:00;0.8;0.24;0.63;260;0.7;0.4;2;;30;;824;-0.157;-0.01;40;-0.6;;;;;
Denmark;DK;new MFH;Solar thermal;2050;01.01.2050 00:00;1;1;1;429;0.7;0.4;3;;30;;1365;-0.157;-0.01;64;-0.6;;;;;
Estonia;EE;new MFH;Solar thermal;2050;01.01.2050 00:00;0.82;0.3;0.72;273;0.7;0.4;2;;30;;871;-0.157;-0.01;46;-0.6;;;;;
Finland;FI;new MFH;Solar thermal;2050;01.01.2050 00:00;0.94;0.87;0.92;392;0.7;0.4;3;;30;;1250;-0.157;-0.01;59;-0.6;;;;;
France;FR;new MFH;Solar thermal;2050;01.01.2050 00:00;0.93;0.8;0.84;378;0.7;0.4;3;;30;;1207;-0.157;-0.01;54;-0.6;;;;;
Germany;DE;new MFH;Solar thermal;2050;01.01.2050 00:00;0.89;0.69;0.82;351;0.7;0.4;3;;30;;1119;-0.157;-0.01;53;-0.6;;;;;
Greece;EL;new MFH;Solar thermal;2050;01.01.2050 00:00;0.81;0.29;0.74;269;0.7;0.4;2;;30;;857;-0.157;-0.01;48;-0.6;;;;;
Hungary;HU;new MFH;Solar thermal;2050;01.01.2050 00:00;0.76;0.15;0.57;235;0.7;0.4;2;;30;;746;-0.157;-0.01;37;-0.6;;;;;
Ireland;IE;new MFH;Solar thermal;2050;01.01.2050 00:00;0.87;0.69;0.83;345;0.7;0.4;3;;30;;1102;-0.157;-0.01;53;-0.6;;;;;
Italy;IT;new MFH;Solar thermal;2050;01.01.2050 00:00;0.94;0.6;0.87;353;0.7;0.4;3;;30;;1121;-0.157;-0.01;56;-0.6;;;;;
Latvia;LV;new MFH;Solar thermal;2050;01.01.2050 00:00;0.76;0.19;0.68;241;0.7;0.4;2;;30;;765;-0.157;-0.01;44;-0.6;;;;;
Lithuania;LT;new MFH;Solar thermal;2050;01.01.2050 00:00;0.81;0.18;0.66;253;0.7;0.4;2;;30;;805;-0.157;-0.01;42;-0.6;;;;;
Luxembourg;LU;new MFH;Solar thermal;2050;01.01.2050 00:00;0.98;0.64;0.92;371;0.7;0.4;3;;30;;1175;-0.157;-0.01;59;-0.6;;;;;
Malta;MT;new MFH;Solar thermal;2050;01.01.2050 00:00;1.16;0.24;0.85;359;0.7;0.4;3;;30;;1144;-0.157;-0.01;55;-0.6;;;;;
Netherlands;NL;new MFH;Solar thermal;2050;01.01.2050 00:00;0.87;0.86;0.88;370;0.7;0.4;3;;30;;1183;-0.157;-0.01;57;-0.6;;;;;
Poland;PL;new MFH;Solar thermal;2050;01.01.2050 00:00;0.66;0.19;0.52;213;0.7;0.4;2;;30;;676;-0.157;-0.01;33;-0.6;;;;;
Portugal;PT;new MFH;Solar thermal;2050;01.01.2050 00:00;1;0.3;0.77;324;0.7;0.4;2;;30;;1031;-0.157;-0.01;49;-0.6;;;;;
Romania;RO;new MFH;Solar thermal;2050;01.01.2050 00:00;0.8;0.11;0.57;238;0.7;0.4;2;;30;;762;-0.157;-0.01;37;-0.6;;;;;
Slovakia;SK;new MFH;Solar thermal;2050;01.01.2050 00:00;0.81;0.24;0.66;260;0.7;0.4;2;;30;;833;-0.157;-0.01;42;-0.6;;;;;
Slovenia;SI;new MFH;Solar thermal;2050;01.01.2050 00:00;0.88;0.3;0.73;289;0.7;0.4;2;;30;;924;-0.157;-0.01;47;-0.6;;;;;
Spain;ES;new MFH;Solar thermal;2050;01.01.2050 00:00;0.89;0.51;0.82;325;0.7;0.4;3;;30;;1033;-0.157;-0.01;53;-0.6;;;;;
Sweden;SE;new MFH;Solar thermal;2050;01.01.2050 00:00;1.01;1.02;0.98;433;0.7;0.4;3;;30;;1383;-0.157;-0.01;63;-0.6;;;;;
United Kingdom;UK;new MFH;Solar thermal;2050;01.01.2050 00:00;0.87;0.71;0.85;348;0.7;0.4;3;;30;;1111;-0.157;-0.01;55;-0.6;;;;;
Austria;AT;existing SFH;DH substation;2015;01.01.2015 00:00;0.82;0.81;0.9;172;0.7;0.3;5;;25;0.97;480;-0.437;;33;-0.74;;;;;
Belgium;BE;existing SFH;DH substation;2015;01.01.2015 00:00;0.92;0.88;0.88;191;0.7;0.3;5;;25;0.97;534;-0.437;;32;-0.74;;;;;
Bulgaria;BG;existing SFH;DH substation;2015;01.01.2015 00:00;0.73;0.09;0.52;114;0.7;0.3;3;;25;0.97;316;-0.437;;19;-0.74;;;;;
Croatia;HR;existing SFH;DH substation;2015;01.01.2015 00:00;0.83;0.23;0.66;137;0.7;0.3;4;;25;0.97;382;-0.437;;24;-0.74;;;;;
Cyprus;CY;existing SFH;DH substation;2015;01.01.2015 00:00;1.02;0.36;0.73;172;0.7;0.3;4;;25;0.97;483;-0.437;;27;-0.74;;;;;
Czech Republic;CZ;existing SFH;DH substation;2015;01.01.2015 00:00;0.8;0.24;0.63;133;0.7;0.3;4;;25;0.97;371;-0.437;;23;-0.74;;;;;
Denmark;DK;existing SFH;DH substation;2015;01.01.2015 00:00;1;1;1;210;0.7;0.3;6;;25;0.97;588;-0.437;;37;-0.74;;;;;
Estonia;EE;existing SFH;DH substation;2015;01.01.2015 00:00;0.82;0.3;0.72;140;0.7;0.3;4;;25;0.97;390;-0.437;;26;-0.74;;;;;
Finland;FI;existing SFH;DH substation;2015;01.01.2015 00:00;0.94;0.87;0.92;193;0.7;0.3;6;;25;0.97;540;-0.437;;34;-0.74;;;;;
France;FR;existing SFH;DH substation;2015;01.01.2015 00:00;0.93;0.8;0.84;187;0.7;0.3;5;;25;0.97;524;-0.437;;31;-0.74;;;;;
Germany;DE;existing SFH;DH substation;2015;01.01.2015 00:00;0.89;0.69;0.82;174;0.7;0.3;5;;25;0.97;488;-0.437;;30;-0.74;;;;;
Greece;EL;existing SFH;DH substation;2015;01.01.2015 00:00;0.81;0.29;0.74;137;0.7;0.3;4;;25;0.97;384;-0.437;;27;-0.74;;;;;
Hungary;HU;existing SFH;DH substation;2015;01.01.2015 00:00;0.76;0.15;0.57;122;0.7;0.3;3;;25;0.97;339;-0.437;;21;-0.74;;;;;
Ireland;IE;existing SFH;DH substation;2015;01.01.2015 00:00;0.87;0.69;0.83;171;0.7;0.3;5;;25;0.97;480;-0.437;;30;-0.74;;;;;
Italy;IT;existing SFH;DH substation;2015;01.01.2015 00:00;0.94;0.6;0.87;177;0.7;0.3;5;;25;0.97;492;-0.437;;32;-0.74;;;;;
Latvia;LV;existing SFH;DH substation;2015;01.01.2015 00:00;0.76;0.19;0.68;124;0.7;0.3;4;;25;0.97;346;-0.437;;25;-0.74;;;;;
Lithuania;LT;existing SFH;DH substation;2015;01.01.2015 00:00;0.81;0.18;0.66;131;0.7;0.3;4;;25;0.97;365;-0.437;;24;-0.74;;;;;
Luxembourg;LU;existing SFH;DH substation;2015;01.01.2015 00:00;0.98;0.64;0.92;185;0.7;0.3;6;;25;0.97;516;-0.437;;34;-0.74;;;;;
Malta;MT;existing SFH;DH substation;2015;01.01.2015 00:00;1.16;0.24;0.85;186;0.7;0.3;5;;25;0.97;520;-0.437;;31;-0.74;;;;;
Netherlands;NL;existing SFH;DH substation;2015;01.01.2015 00:00;0.87;0.86;0.88;181;0.7;0.3;5;;25;0.97;510;-0.437;;32;-0.74;;;;;
Poland;PL;existing SFH;DH substation;2015;01.01.2015 00:00;0.66;0.19;0.52;109;0.7;0.3;3;;25;0.97;305;-0.437;;19;-0.74;;;;;
Portugal;PT;existing SFH;DH substation;2015;01.01.2015 00:00;1;0.3;0.77;166;0.7;0.3;5;;25;0.97;464;-0.437;;28;-0.74;;;;;
Romania;RO;existing SFH;DH substation;2015;01.01.2015 00:00;0.8;0.11;0.57;124;0.7;0.3;3;;25;0.97;349;-0.437;;21;-0.74;;;;;
Slovakia;SK;existing SFH;DH substation;2015;01.01.2015 00:00;0.81;0.24;0.66;133;0.7;0.3;4;;25;0.97;376;-0.437;;24;-0.74;;;;;
Slovenia;SI;existing SFH;DH substation;2015;01.01.2015 00:00;0.88;0.3;0.73;148;0.7;0.3;4;;25;0.97;415;-0.437;;27;-0.74;;;;;
Spain;ES;existing SFH;DH substation;2015;01.01.2015 00:00;0.89;0.51;0.82;163;0.7;0.3;5;;25;0.97;456;-0.437;;30;-0.74;;;;;
Sweden;SE;existing SFH;DH substation;2015;01.01.2015 00:00;1.01;1.02;0.98;212;0.7;0.3;6;;25;0.97;595;-0.437;;36;-0.74;;;;;
United Kingdom;UK;existing SFH;DH substation;2015;01.01.2015 00:00;0.87;0.71;0.85;172;0.7;0.3;5;;25;0.97;483;-0.437;;31;-0.74;;;;;
Austria;AT;existing MFH;DH substation;2015;01.01.2015 00:00;0.82;0.81;0.9;33;0.7;0.3;0;;25;1;480;-0.437;;33;-0.74;;;;;
Belgium;BE;existing MFH;DH substation;2015;01.01.2015 00:00;0.92;0.88;0.88;36;0.7;0.3;0;;25;1;534;-0.437;;32;-0.74;;;;;
Bulgaria;BG;existing MFH;DH substation;2015;01.01.2015 00:00;0.73;0.09;0.52;22;0.7;0.3;0;;25;1;316;-0.437;;19;-0.74;;;;;
Croatia;HR;existing MFH;DH substation;2015;01.01.2015 00:00;0.83;0.23;0.66;26;0.7;0.3;0;;25;1;382;-0.437;;24;-0.74;;;;;
Cyprus;CY;existing MFH;DH substation;2015;01.01.2015 00:00;1.02;0.36;0.73;33;0.7;0.3;0;;25;1;483;-0.437;;27;-0.74;;;;;
Czech Republic;CZ;existing MFH;DH substation;2015;01.01.2015 00:00;0.8;0.24;0.63;25;0.7;0.3;0;;25;1;371;-0.437;;23;-0.74;;;;;
Denmark;DK;existing MFH;DH substation;2015;01.01.2015 00:00;1;1;1;40;0.7;0.3;0;;25;1;588;-0.437;;37;-0.74;;;;;
Estonia;EE;existing MFH;DH substation;2015;01.01.2015 00:00;0.82;0.3;0.72;27;0.7;0.3;0;;25;1;390;-0.437;;26;-0.74;;;;;
Finland;FI;existing MFH;DH substation;2015;01.01.2015 00:00;0.94;0.87;0.92;37;0.7;0.3;0;;25;1;540;-0.437;;34;-0.74;;;;;
France;FR;existing MFH;DH substation;2015;01.01.2015 00:00;0.93;0.8;0.84;36;0.7;0.3;0;;25;1;524;-0.437;;31;-0.74;;;;;
Germany;DE;existing MFH;DH substation;2015;01.01.2015 00:00;0.89;0.69;0.82;33;0.7;0.3;0;;25;1;488;-0.437;;30;-0.74;;;;;
Greece;EL;existing MFH;DH substation;2015;01.01.2015 00:00;0.81;0.29;0.74;26;0.7;0.3;0;;25;1;384;-0.437;;27;-0.74;;;;;
Hungary;HU;existing MFH;DH substation;2015;01.01.2015 00:00;0.76;0.15;0.57;23;0.7;0.3;0;;25;1;339;-0.437;;21;-0.74;;;;;
Ireland;IE;existing MFH;DH substation;2015;01.01.2015 00:00;0.87;0.69;0.83;33;0.7;0.3;0;;25;1;480;-0.437;;30;-0.74;;;;;
Italy;IT;existing MFH;DH substation;2015;01.01.2015 00:00;0.94;0.6;0.87;34;0.7;0.3;0;;25;1;492;-0.437;;32;-0.74;;;;;
Latvia;LV;existing MFH;DH substation;2015;01.01.2015 00:00;0.76;0.19;0.68;24;0.7;0.3;0;;25;1;346;-0.437;;25;-0.74;;;;;
Lithuania;LT;existing MFH;DH substation;2015;01.01.2015 00:00;0.81;0.18;0.66;25;0.7;0.3;0;;25;1;365;-0.437;;24;-0.74;;;;;
Luxembourg;LU;existing MFH;DH substation;2015;01.01.2015 00:00;0.98;0.64;0.92;35;0.7;0.3;0;;25;1;516;-0.437;;34;-0.74;;;;;
Malta;MT;existing MFH;DH substation;2015;01.01.2015 00:00;1.16;0.24;0.85;35;0.7;0.3;0;;25;1;520;-0.437;;31;-0.74;;;;;
Netherlands;NL;existing MFH;DH substation;2015;01.01.2015 00:00;0.87;0.86;0.88;35;0.7;0.3;0;;25;1;510;-0.437;;32;-0.74;;;;;
Poland;PL;existing MFH;DH substation;2015;01.01.2015 00:00;0.66;0.19;0.52;21;0.7;0.3;0;;25;1;305;-0.437;;19;-0.74;;;;;
