country;NUTS0_ID;type_of_building;heating_equipment;year;datetime;price_index_households_appliances;labour_cost_index_construction_sector;equipment_and_maintenance_index;specific_investment_costs;equipment_cost_ share;installation_cost_share;fixed_O_and_M;variable_O_and_M;technical_lifetime;total_annual_net_efficiency;k1_specific_investment_costs;k2_specific_investment_costs;InCost_CAGR;k1_fixed_O_and_M;k2_fixed_O_and_M;;;;;
Estonia;EE;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.82;0.3;0.72;664;0.7;0.3;21;;18;3;1226;-0.267;-0.01;71;-0.5;;;;;
Finland;FI;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.94;0.87;0.92;917;0.7;0.3;27;;18;3;1696;-0.267;-0.01;90;-0.5;;;;;
France;FR;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.93;0.8;0.84;889;0.7;0.3;24;;18;3;1645;-0.267;-0.01;82;-0.5;;;;;
Germany;DE;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.89;0.69;0.82;829;0.7;0.3;24;;18;3;1532;-0.267;-0.01;80;-0.5;;;;;
Greece;EL;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.81;0.29;0.74;653;0.7;0.3;22;;18;3;1207;-0.267;-0.01;73;-0.5;;;;;
Hungary;HU;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.76;0.15;0.57;579;0.7;0.3;17;;18;3;1065;-0.267;-0.01;56;-0.5;;;;;
Ireland;IE;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.87;0.69;0.83;815;0.7;0.3;24;;18;3;1506;-0.267;-0.01;81;-0.5;;;;;
Italy;IT;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.94;0.6;0.87;841;0.7;0.3;25;;18;3;1547;-0.267;-0.01;85;-0.5;;;;;
Latvia;LV;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.76;0.19;0.68;591;0.7;0.3;20;;18;3;1087;-0.267;-0.01;67;-0.5;;;;;
Lithuania;LT;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.81;0.18;0.66;622;0.7;0.3;19;;18;3;1146;-0.267;-0.01;65;-0.5;;;;;
Luxembourg;LU;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.98;0.64;0.92;882;0.7;0.3;27;;18;3;1621;-0.267;-0.01;90;-0.5;;;;;
Malta;MT;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;1.16;0.24;0.85;884;0.7;0.3;25;;18;3;1632;-0.267;-0.01;83;-0.5;;;;;
Netherlands;NL;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.87;0.86;0.88;864;0.7;0.3;26;;18;3;1600;-0.267;-0.01;86;-0.5;;;;;
Poland;PL;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.66;0.19;0.52;520;0.7;0.3;15;;18;3;958;-0.267;-0.01;51;-0.5;;;;;
Portugal;PT;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;1;0.3;0.77;792;0.7;0.3;22;;18;3;1458;-0.267;-0.01;76;-0.5;;;;;
Romania;RO;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.8;0.11;0.57;590;0.7;0.3;16;;18;3;1095;-0.267;-0.01;56;-0.5;;;;;
Slovakia;SK;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.81;0.24;0.66;635;0.7;0.3;19;;18;3;1180;-0.267;-0.01;65;-0.5;;;;;
Slovenia;SI;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.88;0.3;0.73;704;0.7;0.3;21;;18;3;1303;-0.267;-0.01;72;-0.5;;;;;
Spain;ES;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.89;0.51;0.82;778;0.7;0.3;24;;18;3;1432;-0.267;-0.01;80;-0.5;;;;;
Sweden;SE;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;1.01;1.02;0.98;43101;0.7;0.3;28;;18;3;1870;-0.267;-0.01;96;-0.5;;;;;
United Kingdom;UK;existing SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.87;0.71;0.85;820;0.7;0.3;25;;18;3;1517;-0.267;-0.01;83;-0.5;;;;;
Austria;AT;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.82;0.81;0.9;307;0.7;0.3;4;;20;3;1508;-0.267;-0.01;88;-0.5;;;;;
Belgium;BE;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.92;0.88;0.88;341;0.7;0.3;4;;20;3;1676;-0.267;-0.01;86;-0.5;;;;;
Bulgaria;BG;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.73;0.09;0.52;203;0.7;0.3;2;;20;3;993;-0.267;-0.01;51;-0.5;;;;;
Croatia;HR;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.83;0.23;0.66;245;0.7;0.3;3;;20;3;1200;-0.267;-0.01;65;-0.5;;;;;
Cyprus;CY;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;1.02;0.36;0.73;308;0.7;0.3;3;;20;3;1517;-0.267;-0.01;72;-0.5;;;;;
Czech Republic;CZ;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.8;0.24;0.63;238;0.7;0.3;3;;20;3;1167;-0.267;-0.01;62;-0.5;;;;;
Denmark;DK;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;1;1;1;375;0.7;0.3;4;;20;3;1846;-0.267;-0.01;98;-0.5;;;;;
Estonia;EE;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.82;0.3;0.72;249;0.7;0.3;3;;20;3;1226;-0.267;-0.01;71;-0.5;;;;;
Finland;FI;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.94;0.87;0.92;344;0.7;0.3;4;;20;3;1696;-0.267;-0.01;90;-0.5;;;;;
France;FR;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.93;0.8;0.84;333;0.7;0.3;3;;20;3;1645;-0.267;-0.01;82;-0.5;;;;;
Germany;DE;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.89;0.69;0.82;311;0.7;0.3;3;;20;3;1532;-0.267;-0.01;80;-0.5;;;;;
Greece;EL;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.81;0.29;0.74;245;0.7;0.3;3;;20;3;1207;-0.267;-0.01;73;-0.5;;;;;
Hungary;HU;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.76;0.15;0.57;217;0.7;0.3;2;;20;3;1065;-0.267;-0.01;56;-0.5;;;;;
Ireland;IE;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.87;0.69;0.83;305;0.7;0.3;3;;20;3;1506;-0.267;-0.01;81;-0.5;;;;;
Italy;IT;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.94;0.6;0.87;315;0.7;0.3;3;;20;3;1547;-0.267;-0.01;85;-0.5;;;;;
Latvia;LV;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.76;0.19;0.68;222;0.7;0.3;3;;20;3;1087;-0.267;-0.01;67;-0.5;;;;;
Lithuania;LT;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.81;0.18;0.66;233;0.7;0.3;3;;20;3;1146;-0.267;-0.01;65;-0.5;;;;;
Luxembourg;LU;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.98;0.64;0.92;331;0.7;0.3;4;;20;3;1621;-0.267;-0.01;90;-0.5;;;;;
Malta;MT;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;1.16;0.24;0.85;331;0.7;0.3;3;;20;3;1632;-0.267;-0.01;83;-0.5;;;;;
Netherlands;NL;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.87;0.86;0.88;324;0.7;0.3;4;;20;3;1600;-0.267;-0.01;86;-0.5;;;;;
Poland;PL;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.66;0.19;0.52;195;0.7;0.3;2;;20;3;958;-0.267;-0.01;51;-0.5;;;;;
Portugal;PT;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;1;0.3;0.77;297;0.7;0.3;3;;20;3;1458;-0.267;-0.01;76;-0.5;;;;;
Romania;RO;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.8;0.11;0.57;221;0.7;0.3;2;;20;3;1095;-0.267;-0.01;56;-0.5;;;;;
Slovakia;SK;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.81;0.24;0.66;238;0.7;0.3;3;;20;3;1180;-0.267;-0.01;65;-0.5;;;;;
Slovenia;SI;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.88;0.3;0.73;264;0.7;0.3;3;;20;3;1303;-0.267;-0.01;72;-0.5;;;;;
Spain;ES;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.89;0.51;0.82;292;0.7;0.3;3;;20;3;1432;-0.267;-0.01;80;-0.5;;;;;
Sweden;SE;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;1.01;1.02;0.98;379;0.7;0.3;4;;20;3;1870;-0.267;-0.01;96;-0.5;;;;;
United Kingdom;UK;existing MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.87;0.71;0.85;308;0.7;0.3;3;;20;3;1517;-0.267;-0.01;83;-0.5;;;;;
Austria;AT;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.82;0.81;0.9;15707;0.7;0.3;65;;18;3;1508;-0.267;-0.01;88;-0.5;;;;;
Belgium;BE;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.92;0.88;0.88;1586;0.7;0.3;64;;18;3;1676;-0.267;-0.01;86;-0.5;;;;;
Bulgaria;BG;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.73;0.09;0.52;834;0.7;0.3;37;;18;3;993;-0.267;-0.01;51;-0.5;;;;;
Croatia;HR;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.83;0.23;0.66;1037;0.7;0.3;48;;18;3;1200;-0.267;-0.01;65;-0.5;;;;;
Cyprus;CY;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;1.02;0.36;0.73;11689;0.7;0.3;53;;18;3;1517;-0.267;-0.01;72;-0.5;;;;;
Czech Republic;CZ;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.8;0.24;0.63;1013;0.7;0.3;45;;18;3;1167;-0.267;-0.01;62;-0.5;;;;;
Denmark;DK;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;1;1;1;27395;0.7;0.3;73;;18;3;1846;-0.267;-0.01;98;-0.5;;;;;
Estonia;EE;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.82;0.3;0.72;1071;0.7;0.3;52;;18;3;1226;-0.267;-0.01;71;-0.5;;;;;
Finland;FI;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.94;0.87;0.92;1593;0.7;0.3;66;;18;3;1696;-0.267;-0.01;90;-0.5;;;;;
France;FR;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.93;0.8;0.84;1534;0.7;0.3;61;;18;3;1645;-0.267;-0.01;82;-0.5;;;;;
Germany;DE;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.89;0.69;0.82;1417;0.7;0.3;60;;18;3;1532;-0.267;-0.01;80;-0.5;;;;;
Greece;EL;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.81;0.29;0.74;1051;0.7;0.3;54;;18;3;1207;-0.267;-0.01;73;-0.5;;;;;
Hungary;HU;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.76;0.15;0.57;907;0.7;0.3;41;;18;3;1065;-0.267;-0.01;56;-0.5;;;;;
Ireland;IE;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.87;0.69;0.83;1395;0.7;0.3;60;;18;3;1506;-0.267;-0.01;81;-0.5;;;;;
Italy;IT;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.94;0.6;0.87;1411;0.7;0.3;63;;18;3;1547;-0.267;-0.01;85;-0.5;;;;;
Latvia;LV;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.76;0.19;0.68;934;0.7;0.3;49;;18;3;1087;-0.267;-0.01;67;-0.5;;;;;
Lithuania;LT;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.81;0.18;0.66;979;0.7;0.3;48;;18;3;1146;-0.267;-0.01;65;-0.5;;;;;
Luxembourg;LU;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.98;0.64;0.92;1484;0.7;0.3;67;;18;3;1621;-0.267;-0.01;90;-0.5;;;;;
Malta;MT;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;1.16;0.24;0.85;1384;0.7;0.3;62;;18;3;1632;-0.267;-0.01;83;-0.5;;;;;
Netherlands;NL;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.87;0.86;0.88;1511;0.7;0.3;64;;18;3;1600;-0.267;-0.01;86;-0.5;;;;;
Poland;PL;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.66;0.19;0.52;829;0.7;0.3;38;;18;3;958;-0.267;-0.01;51;-0.5;;;;;
Portugal;PT;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;1;0.3;0.77;1264;0.7;0.3;56;;18;3;1458;-0.267;-0.01;76;-0.5;;;;;
Romania;RO;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.8;0.11;0.57;912;0.7;0.3;41;;18;3;1095;-0.267;-0.01;56;-0.5;;;;;
Slovakia;SK;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.81;0.24;0.66;1012;0.7;0.3;48;;18;3;1180;-0.267;-0.01;65;-0.5;;;;;
Slovenia;SI;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.88;0.3;0.73;1131;0.7;0.3;53;;18;3;1303;-0.267;-0.01;72;-0.5;;;;;
Spain;ES;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.89;0.51;0.82;1296;0.7;0.3;59;;18;3;1432;-0.267;-0.01;80;-0.5;;;;;
Sweden;SE;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;1.01;1.02;0.98;28126;0.7;0.3;71;;18;3;1870;-0.267;-0.01;96;-0.5;;;;;
United Kingdom;UK;new SFH;HP Air-to-Water;2015;01.01.2015 00:00;0.87;0.71;0.85;1409;0.7;0.3;61;;18;3;1517;-0.267;-0.01;83;-0.5;;;;;
Austria;AT;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.82;0.81;0.9;384;0.7;0.3;9;;20;3;1508;-0.267;-0.01;88;-0.5;;;;;
Belgium;BE;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.92;0.88;0.88;426;0.7;0.3;9;;20;3;1676;-0.267;-0.01;86;-0.5;;;;;
Bulgaria;BG;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.73;0.09;0.52;224;0.7;0.3;5;;20;3;993;-0.267;-0.01;51;-0.5;;;;;
Croatia;HR;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.83;0.23;0.66;279;0.7;0.3;7;;20;3;1200;-0.267;-0.01;65;-0.5;;;;;
Cyprus;CY;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;1.02;0.36;0.73;355;0.7;0.3;7;;20;3;1517;-0.267;-0.01;72;-0.5;;;;;
Czech Republic;CZ;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.8;0.24;0.63;272;0.7;0.3;6;;20;3;1167;-0.267;-0.01;62;-0.5;;;;;
Denmark;DK;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;1;1;1;470;0.7;0.3;10;;20;3;1846;-0.267;-0.01;98;-0.5;;;;;
Estonia;EE;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.82;0.3;0.72;288;0.7;0.3;7;;20;3;1226;-0.267;-0.01;71;-0.5;;;;;
Finland;FI;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.94;0.87;0.92;428;0.7;0.3;9;;20;3;1696;-0.267;-0.01;90;-0.5;;;;;
France;FR;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.93;0.8;0.84;412;0.7;0.3;8;;20;3;1645;-0.267;-0.01;82;-0.5;;;;;
Germany;DE;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.89;0.69;0.82;381;0.7;0.3;8;;20;3;1532;-0.267;-0.01;80;-0.5;;;;;
Greece;EL;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.81;0.29;0.74;282;0.7;0.3;7;;20;3;1207;-0.267;-0.01;73;-0.5;;;;;
Hungary;HU;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.76;0.15;0.57;244;0.7;0.3;6;;20;3;1065;-0.267;-0.01;56;-0.5;;;;;
Ireland;IE;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.87;0.69;0.83;375;0.7;0.3;8;;20;3;1506;-0.267;-0.01;81;-0.5;;;;;
Italy;IT;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.94;0.6;0.87;379;0.7;0.3;9;;20;3;1547;-0.267;-0.01;85;-0.5;;;;;
Latvia;LV;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.76;0.19;0.68;251;0.7;0.3;7;;20;3;1087;-0.267;-0.01;67;-0.5;;;;;
Lithuania;LT;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.81;0.18;0.66;263;0.7;0.3;7;;20;3;1146;-0.267;-0.01;65;-0.5;;;;;
Luxembourg;LU;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.98;0.64;0.92;398;0.7;0.3;9;;20;3;1621;-0.267;-0.01;90;-0.5;;;;;
Malta;MT;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;1.16;0.24;0.85;372;0.7;0.3;9;;20;3;1632;-0.267;-0.01;83;-0.5;;;;;
Netherlands;NL;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.87;0.86;0.88;406;0.7;0.3;9;;20;3;1600;-0.267;-0.01;86;-0.5;;;;;
Poland;PL;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.66;0.19;0.52;223;0.7;0.3;5;;20;3;958;-0.267;-0.01;51;-0.5;;;;;
Portugal;PT;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;1;0.3;0.77;339;0.7;0.3;8;;20;3;1458;-0.267;-0.01;76;-0.5;;;;;
Romania;RO;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.8;0.11;0.57;245;0.7;0.3;6;;20;3;1095;-0.267;-0.01;56;-0.5;;;;;
Slovakia;SK;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.81;0.24;0.66;272;0.7;0.3;7;;20;3;1180;-0.267;-0.01;65;-0.5;;;;;
Slovenia;SI;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.88;0.3;0.73;304;0.7;0.3;7;;20;3;1303;-0.267;-0.01;72;-0.5;;;;;
Spain;ES;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.89;0.51;0.82;348;0.7;0.3;8;;20;3;1432;-0.267;-0.01;80;-0.5;;;;;
Sweden;SE;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;1.01;1.02;0.98;475;0.7;0.3;10;;20;3;1870;-0.267;-0.01;96;-0.5;;;;;
United Kingdom;UK;new MFH;HP Air-to-Water;2015;01.01.2015 00:00;0.87;0.71;0.85;378;0.7;0.3;8;;20;3;1517;-0.267;-0.01;83;-0.5;;;;;
Austria;AT;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.82;0.81;0.9;769;0.7;0.3;26;;18;3.3;1508;-0.267;-0.01;88;-0.5;;;;;
Belgium;BE;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.92;0.88;0.88;856;0.7;0.3;26;;18;3.3;1676;-0.267;-0.01;86;-0.5;;;;;
Bulgaria;BG;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.73;0.09;0.52;508;0.7;0.3;15;;18;3.3;993;-0.267;-0.01;51;-0.5;;;;;
Croatia;HR;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.83;0.23;0.66;614;0.7;0.3;19;;18;3.3;1200;-0.267;-0.01;65;-0.5;;;;;
Cyprus;CY;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;1.02;0.36;0.73;771;0.7;0.3;21;;18;3.3;1517;-0.267;-0.01;72;-0.5;;;;;
Czech Republic;CZ;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.8;0.24;0.63;597;0.7;0.3;18;;18;3.3;1167;-0.267;-0.01;62;-0.5;;;;;
Denmark;DK;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;1;1;1;940;0.7;0.3;29;;18;3.3;1846;-0.267;-0.01;98;-0.5;;;;;
Estonia;EE;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.82;0.3;0.72;624;0.7;0.3;21;;18;3.3;1226;-0.267;-0.01;71;-0.5;;;;;
Finland;FI;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.94;0.87;0.92;862;0.7;0.3;27;;18;3.3;1696;-0.267;-0.01;90;-0.5;;;;;
France;FR;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.93;0.8;0.84;835;0.7;0.3;24;;18;3.3;1645;-0.267;-0.01;82;-0.5;;;;;
Germany;DE;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.89;0.69;0.82;780;0.7;0.3;24;;18;3.3;1532;-0.267;-0.01;80;-0.5;;;;;
Greece;EL;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.81;0.29;0.74;614;0.7;0.3;22;;18;3.3;1207;-0.267;-0.01;73;-0.5;;;;;
Hungary;HU;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.76;0.15;0.57;544;0.7;0.3;17;;18;3.3;1065;-0.267;-0.01;56;-0.5;;;;;
Ireland;IE;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.87;0.69;0.83;766;0.7;0.3;24;;18;3.3;1506;-0.267;-0.01;81;-0.5;;;;;
Italy;IT;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.94;0.6;0.87;790;0.7;0.3;25;;18;3.3;1547;-0.267;-0.01;85;-0.5;;;;;
Latvia;LV;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.76;0.19;0.68;556;0.7;0.3;20;;18;3.3;1087;-0.267;-0.01;67;-0.5;;;;;
Lithuania;LT;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.81;0.18;0.66;585;0.7;0.3;19;;18;3.3;1146;-0.267;-0.01;65;-0.5;;;;;
Luxembourg;LU;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.98;0.64;0.92;829;0.7;0.3;27;;18;3.3;1621;-0.267;-0.01;90;-0.5;;;;;
Malta;MT;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;1.16;0.24;0.85;831;0.7;0.3;25;;18;3.3;1632;-0.267;-0.01;83;-0.5;;;;;
Netherlands;NL;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.87;0.86;0.88;812;0.7;0.3;26;;18;3.3;1600;-0.267;-0.01;86;-0.5;;;;;
Poland;PL;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.66;0.19;0.52;489;0.7;0.3;15;;18;3.3;958;-0.267;-0.01;51;-0.5;;;;;
Portugal;PT;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;1;0.3;0.77;744;0.7;0.3;22;;18;3.3;1458;-0.267;-0.01;76;-0.5;;;;;
Romania;RO;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.8;0.11;0.57;555;0.7;0.3;16;;18;3.3;1095;-0.267;-0.01;56;-0.5;;;;;
Slovakia;SK;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.81;0.24;0.66;597;0.7;0.3;19;;18;3.3;1180;-0.267;-0.01;65;-0.5;;;;;
Slovenia;SI;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.88;0.3;0.73;662;0.7;0.3;21;;18;3.3;1303;-0.267;-0.01;72;-0.5;;;;;
Spain;ES;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.89;0.51;0.82;731;0.7;0.3;24;;18;3.3;1432;-0.267;-0.01;80;-0.5;;;;;
Sweden;SE;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;1.01;1.02;0.98;949;0.7;0.3;28;;18;3.3;1870;-0.267;-0.01;96;-0.5;;;;;
United Kingdom;UK;existing SFH;HP Air-to-Water;2020;01.01.2020 00:00;0.87;0.71;0.85;771;0.7;0.3;25;;18;3.3;1517;-0.267;-0.01;83;-0.5;;;;;
Austria;AT;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.82;0.81;0.9;286;0.7;0.3;4;;20;3.3;1508;-0.267;-0.01;88;-0.5;;;;;
Belgium;BE;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.92;0.88;0.88;319;0.7;0.3;4;;20;3.3;1676;-0.267;-0.01;86;-0.5;;;;;
Bulgaria;BG;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.73;0.09;0.52;189;0.7;0.3;2;;20;3.3;993;-0.267;-0.01;51;-0.5;;;;;
Croatia;HR;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.83;0.23;0.66;229;0.7;0.3;3;;20;3.3;1200;-0.267;-0.01;65;-0.5;;;;;
Cyprus;CY;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;1.02;0.36;0.73;287;0.7;0.3;3;;20;3.3;1517;-0.267;-0.01;72;-0.5;;;;;
Czech Republic;CZ;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.8;0.24;0.63;222;0.7;0.3;3;;20;3.3;1167;-0.267;-0.01;62;-0.5;;;;;
Denmark;DK;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;1;1;1;350;0.7;0.3;4;;20;3.3;1846;-0.267;-0.01;98;-0.5;;;;;
Estonia;EE;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.82;0.3;0.72;233;0.7;0.3;3;;20;3.3;1226;-0.267;-0.01;71;-0.5;;;;;
Finland;FI;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.94;0.87;0.92;321;0.7;0.3;4;;20;3.3;1696;-0.267;-0.01;90;-0.5;;;;;
France;FR;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.93;0.8;0.84;311;0.7;0.3;3;;20;3.3;1645;-0.267;-0.01;82;-0.5;;;;;
Germany;DE;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.89;0.69;0.82;290;0.7;0.3;3;;20;3.3;1532;-0.267;-0.01;80;-0.5;;;;;
Greece;EL;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.81;0.29;0.74;228;0.7;0.3;3;;20;3.3;1207;-0.267;-0.01;73;-0.5;;;;;
Hungary;HU;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.76;0.15;0.57;203;0.7;0.3;2;;20;3.3;1065;-0.267;-0.01;56;-0.5;;;;;
Ireland;IE;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.87;0.69;0.83;285;0.7;0.3;3;;20;3.3;1506;-0.267;-0.01;81;-0.5;;;;;
Italy;IT;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.94;0.6;0.87;294;0.7;0.3;3;;20;3.3;1547;-0.267;-0.01;85;-0.5;;;;;
Latvia;LV;existing MFH;HP Air-to-Water;2020;01.01.2020 00:00;0.76;0.19;0.68;207;0.7;0.3;3;;20;3.3;1087;-0.267;-0.01;67;-0.5;;;;;
