snapshot,DE0 2,DE0 9,DE0 A,DE0 E
2013-10-08 21:00:00,18544.84569822038,9118.845874013294,16898.20006926387,7710.635858502455
2013-10-08 22:00:00,17169.810566383137,8442.715501044991,15645.257923604382,7138.919308967491
2013-10-08 23:00:00,16439.603353987917,8083.659020647105,14979.887730297356,6835.311395067619
2013-10-09 00:00:00,16055.20173021927,7894.641585942694,14629.618137813455,6675.483646024578
2013-10-09 01:00:00,16162.023284627636,7947.167732912248,14726.954725427959,6719.8982570321605
2013-10-09 02:00:00,16778.781299051116,8250.439130615485,15288.949173462112,6976.335896871289
2013-10-09 03:00:00,18293.77606120467,8995.390259399557,16669.423565719488,7606.245313676284
2013-10-09 04:00:00,21715.964395264127,10678.143973178323,19787.746796049032,9029.133835508517
2013-10-09 05:00:00,24120.61896508846,11860.557391941578,21978.885761538542,10028.948881431415
2013-10-09 06:00:00,24748.29307536635,12169.19643719833,22550.827036563056,10289.925250872266
2013-10-09 07:00:00,24895.27017306799,12241.467812369689,22684.753651158742,10351.035863403577
2013-10-09 08:00:00,25246.923615705105,12414.382356748009,23005.18285965292,10497.24746789397
2013-10-09 09:00:00,25588.44068108618,12582.312655723437,23316.375726489827,10639.244536700562
2013-10-09 10:00:00,25282.01098810898,12431.63547097078,23037.15473196903,10511.836208951217
2013-10-09 11:00:00,25145.949950784514,12364.731725908114,22913.17491203658,10455.264311270788
2013-10-09 12:00:00,24976.7508375521,12281.533371999236,22758.999433120745,10384.914157327914
2013-10-09 13:00:00,24747.903216067167,12169.00473612302,22550.47179389651,10289.763153913307
2013-10-09 14:00:00,24348.29700867584,11972.510924591863,22186.347672763146,10123.613593969143
2013-10-09 15:00:00,24315.158932767892,11956.216315745647,22156.15201377976,10109.835337706696
2013-10-09 16:00:00,24853.945051877155,12221.147480941949,22647.097896177922,10333.853571002966
2013-10-09 17:00:00,25439.904146187797,12509.274476250834,23181.028141227955,10577.48553633341
2013-10-09 18:00:00,24034.459953536898,11818.19140196349,21900.377035250895,9993.12540924872
2013-10-09 19:00:00,22532.720443032864,11079.758127184794,20531.980925983138,9368.727303799207
2013-10-09 20:00:00,20959.63660982352,10306.243520734626,19098.575344083536,8714.665425358318
2013-10-09 21:00:00,19064.52864071512,9374.383651629745,17371.73899634713,7926.711311308006
2013-10-09 22:00:00,17530.04091360232,8619.847469080143,15973.502470762533,7288.697046555006
2013-10-09 23:00:00,16598.666125441523,8161.873146597908,15124.826899883035,6901.447028077531
2013-10-10 00:00:00,16170.600189209703,7951.38515656908,14734.770064091934,6723.464390129282
2013-10-10 01:00:00,16406.855137379152,8067.556112876199,14950.047313980514,6821.695235764133
