snapshot,DE0 1,DE0 2,DE0 4,DE0 7,DE0 8,DE0 9,DE0 A,DE0 B,DE0 C,DE0 D,DE0 E,DE0 F,DE0 G
2013-11-07 06:00:00,10517.555092938052,15146.12850384528,3632.29487686402,6499.55420818901,1051.4385922700772,8573.859908671442,12401.635986203752,3662.317655814985,821.4297755793725,2529.7974130462844,2052.698593120857,2994.0124972064955,2455.7383962503773
2013-11-07 07:00:00,10716.952143378929,15433.276355468426,3701.15773314366,6622.775995652111,1071.3722890433066,8736.407417248818,12636.752381073014,3731.7496988985886,837.0028505903904,2577.758573022816,2091.614675926761,3050.7744780709404,2502.2955084822415
2013-11-07 08:00:00,10723.343082498093,15442.479823793887,3703.3648787412603,6626.72541687018,1072.0111903821978,8741.617279826993,12644.288172410976,3733.975087685863,837.5019882359753,2579.2957916166565,2092.861987837439,3052.5937746111144,2503.7877254893647
2013-11-07 09:00:00,10941.43360187425,15756.547779963621,3778.683626227976,6761.49924410016,1093.813670773699,8919.403613629614,12901.446723941763,3809.9163832264444,854.535038674421,2631.753309248123,2135.4264525196368,3114.677189888197,2554.709565932095
2013-11-07 10:00:00,11142.7479151497,16046.456644865182,3848.2086196592722,6885.905846248284,1113.9390360590476,9083.514065572293,13138.823833925342,3880.016036364652,870.2578535029166,2680.175630256489,2174.7167252098243,3171.984954334132,2601.7143388528702
2013-11-07 11:00:00,11020.042046902616,15869.750287520392,3805.8314804233396,6810.077059492481,1101.672146631521,8983.484836818476,12994.136832248196,3837.28862835182,860.6744234256975,2650.661072423034,2150.7683683062714,3137.054507118408,2573.063810337747
2013-11-07 12:00:00,10947.82452645405,15765.751227351218,3780.890766804327,6765.448656333308,1094.4525706590916,8924.613464355367,12908.982498135822,3812.1417669509656,855.0341751844692,2633.290524344796,2136.6737615926845,3116.4964822894767,2556.2017795444285
2013-11-07 13:00:00,10724.781040528549,15444.550599456097,3703.8614853709396,6627.614034622638,1072.1549428564113,8742.789496240286,12645.98372160464,3734.4757990238804,837.6142939507362,2579.641665013408,2093.1426323788746,3053.0031154014023,2504.1234735521402
2013-11-07 14:00:00,10556.539776492928,15202.269595723219,3645.758449443508,6523.645649765974,1055.3358859314678,8605.640033655796,12447.604260219216,3675.8925117228227,824.4745116972766,2539.17443562749,2060.307186979337,3005.110193270984,2464.8409094699814
2013-11-07 15:00:00,10476.173827205117,15086.536140134856,3618.0036315896486,6473.981746009537,1047.301712605163,8540.126101517353,12352.841814009416,3647.9082860732037,818.1978644057369,2519.843938300994,2044.6222611976148,2982.232570630421,2446.0763063209374
